variable,region,Source,Series,year,value,Unit,RID
Change in Ice Volume,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,0,Mm3,8
Change in Ice Volume,WELLINGTON,NIWA,Annual June Year,2004,,Mm3,9
Change in Ice Volume,NORTH_ISLAND,NIWA,Annual June Year,2004,1,Mm3,10
Change in Ice Volume,WEST_COAST,NIWA,Annual June Year,2004,204,Mm3,12
Change in Ice Volume,CANTERBURY,NIWA,Annual June Year,2004,260,Mm3,13
Change in Ice Volume,OTAGO,NIWA,Annual June Year,2004,29,Mm3,14
Change in Ice Volume,SOUTHLAND,NIWA,Annual June Year,2004,9,Mm3,15
Change in Ice Volume,TASMAN,NIWA,Annual June Year,2004,,Mm3,16
Change in Ice Volume,NELSON,NIWA,Annual June Year,2004,,Mm3,17
Change in Ice Volume,MARLBOROUGH,NIWA,Annual June Year,2004,0,Mm3,18
Change in Ice Volume,SOUTH_ISLAND,NIWA,Annual June Year,2004,501,Mm3,19
Change in Ice Volume,NEW_ZEALAND,NIWA,Annual June Year,2004,502,Mm3,20
Change in Snow,NORTHLAND,NIWA,Annual June Year,2004,0,Mm3,1
Change in Snow,AUCKLAND,NIWA,Annual June Year,2004,0,Mm3,2
Change in Snow,WAIKATO,NIWA,Annual June Year,2004,3,Mm3,3
Change in Snow,BAY_OF_PLENTY,NIWA,Annual June Year,2004,1,Mm3,4
Change in Snow,GISBORNE,NIWA,Annual June Year,2004,0,Mm3,5
Change in Snow,HAWKES_BAY,NIWA,Annual June Year,2004,8,Mm3,6
Change in Snow,TARANAKI,NIWA,Annual June Year,2004,0,Mm3,7
Change in Snow,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,9,Mm3,8
Change in Snow,WELLINGTON,NIWA,Annual June Year,2004,7,Mm3,9
Change in Snow,NORTH_ISLAND,NIWA,Annual June Year,2004,28,Mm3,10
Change in Snow,WEST_COAST,NIWA,Annual June Year,2004,1297,Mm3,12
Change in Snow,CANTERBURY,NIWA,Annual June Year,2004,1003,Mm3,13
Change in Snow,OTAGO,NIWA,Annual June Year,2004,657,Mm3,14
Change in Snow,SOUTHLAND,NIWA,Annual June Year,2004,580,Mm3,15
Change in Snow,TASMAN,NIWA,Annual June Year,2004,11,Mm3,16
Change in Snow,NELSON,NIWA,Annual June Year,2004,0,Mm3,17
Change in Snow,MARLBOROUGH,NIWA,Annual June Year,2004,28,Mm3,18
Change in Snow,SOUTH_ISLAND,NIWA,Annual June Year,2004,3576,Mm3,19
Change in Snow,NEW_ZEALAND,NIWA,Annual June Year,2004,3604,Mm3,20
Change in Soil Moisture,NORTHLAND,NIWA,Annual June Year,2004,37,Mm3,1
Change in Soil Moisture,AUCKLAND,NIWA,Annual June Year,2004,-18,Mm3,2
Change in Soil Moisture,WAIKATO,NIWA,Annual June Year,2004,-119,Mm3,3
Change in Soil Moisture,BAY_OF_PLENTY,NIWA,Annual June Year,2004,-36,Mm3,4
Change in Soil Moisture,GISBORNE,NIWA,Annual June Year,2004,266,Mm3,5
Change in Soil Moisture,HAWKES_BAY,NIWA,Annual June Year,2004,306,Mm3,6
Change in Soil Moisture,TARANAKI,NIWA,Annual June Year,2004,-145,Mm3,7
Change in Soil Moisture,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,-63,Mm3,8
Change in Soil Moisture,WELLINGTON,NIWA,Annual June Year,2004,101,Mm3,9
Change in Soil Moisture,NORTH_ISLAND,NIWA,Annual June Year,2004,330,Mm3,10
Change in Soil Moisture,WEST_COAST,NIWA,Annual June Year,2004,-408,Mm3,12
Change in Soil Moisture,CANTERBURY,NIWA,Annual June Year,2004,-257,Mm3,13
Change in Soil Moisture,OTAGO,NIWA,Annual June Year,2004,29,Mm3,14
Change in Soil Moisture,SOUTHLAND,NIWA,Annual June Year,2004,-180,Mm3,15
Change in Soil Moisture,TASMAN,NIWA,Annual June Year,2004,-166,Mm3,16
Change in Soil Moisture,NELSON,NIWA,Annual June Year,2004,-6,Mm3,17
Change in Soil Moisture,MARLBOROUGH,NIWA,Annual June Year,2004,-70,Mm3,18
Change in Soil Moisture,SOUTH_ISLAND,NIWA,Annual June Year,2004,-1058,Mm3,19
Change in Soil Moisture,NEW_ZEALAND,NIWA,Annual June Year,2004,-728,Mm3,20
Change in Lakes,NORTHLAND,NIWA,Annual June Year,2004,0,Mm3,1
Change in Lakes,AUCKLAND,NIWA,Annual June Year,2004,18,Mm3,2
Change in Lakes,WAIKATO,NIWA,Annual June Year,2004,384,Mm3,3
Change in Lakes,BAY_OF_PLENTY,NIWA,Annual June Year,2004,14,Mm3,4
Change in Lakes,GISBORNE,NIWA,Annual June Year,2004,0,Mm3,5
Change in Lakes,HAWKES_BAY,NIWA,Annual June Year,2004,56,Mm3,6
Change in Lakes,TARANAKI,NIWA,Annual June Year,2004,0,Mm3,7
Change in Lakes,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,16,Mm3,8
Change in Lakes,WELLINGTON,NIWA,Annual June Year,2004,59,Mm3,9
Change in Lakes,NORTH_ISLAND,NIWA,Annual June Year,2004,547,Mm3,10
Change in Lakes,WEST_COAST,NIWA,Annual June Year,2004,-20,Mm3,12
Change in Lakes,CANTERBURY,NIWA,Annual June Year,2004,899,Mm3,13
Change in Lakes,OTAGO,NIWA,Annual June Year,2004,674,Mm3,14
Change in Lakes,SOUTHLAND,NIWA,Annual June Year,2004,-73,Mm3,15
Change in Lakes,TASMAN,NIWA,Annual June Year,2004,3,Mm3,16
Change in Lakes,NELSON,NIWA,Annual June Year,2004,0,Mm3,17
Change in Lakes,MARLBOROUGH,NIWA,Annual June Year,2004,0,Mm3,18
Change in Lakes,SOUTH_ISLAND,NIWA,Annual June Year,2004,1483,Mm3,19
Change in Lakes,NEW_ZEALAND,NIWA,Annual June Year,2004,2030,Mm3,20
Evapotranspiration,NORTHLAND,NIWA,Annual June Year,2004,7686,Mm3,1
Evapotranspiration,AUCKLAND,NIWA,Annual June Year,2004,2788,Mm3,2
Evapotranspiration,WAIKATO,NIWA,Annual June Year,2004,15790,Mm3,3
Evapotranspiration,BAY_OF_PLENTY,NIWA,Annual June Year,2004,9463,Mm3,4
Evapotranspiration,GISBORNE,NIWA,Annual June Year,2004,6286,Mm3,5
Evapotranspiration,HAWKES_BAY,NIWA,Annual June Year,2004,8543,Mm3,6
Evapotranspiration,TARANAKI,NIWA,Annual June Year,2004,4951,Mm3,7
Evapotranspiration,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,12354,Mm3,8
Evapotranspiration,WELLINGTON,NIWA,Annual June Year,2004,5427,Mm3,9
Evapotranspiration,NORTH_ISLAND,NIWA,Annual June Year,2004,73289,Mm3,10
Evapotranspiration,WEST_COAST,NIWA,Annual June Year,2004,14996,Mm3,12
Evapotranspiration,CANTERBURY,NIWA,Annual June Year,2004,11795,Mm3,13
Evapotranspiration,OTAGO,NIWA,Annual June Year,2004,11165,Mm3,14
Evapotranspiration,SOUTHLAND,NIWA,Annual June Year,2004,14214,Mm3,15
Evapotranspiration,TASMAN,NIWA,Annual June Year,2004,5709,Mm3,16
Evapotranspiration,NELSON,NIWA,Annual June Year,2004,204,Mm3,17
Evapotranspiration,MARLBOROUGH,NIWA,Annual June Year,2004,3821,Mm3,18
Evapotranspiration,SOUTH_ISLAND,NIWA,Annual June Year,2004,61905,Mm3,19
Evapotranspiration,NEW_ZEALAND,NIWA,Annual June Year,2004,135194,Mm3,20
Inflow from other regions,NORTHLAND,NIWA,Annual June Year,2004,3,Mm3,1
Inflow from other regions,AUCKLAND,NIWA,Annual June Year,2004,7,Mm3,2
Inflow from other regions,WAIKATO,NIWA,Annual June Year,2004,62,Mm3,3
Inflow from other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2004,5485,Mm3,4
Inflow from other regions,GISBORNE,NIWA,Annual June Year,2004,3187,Mm3,5
Inflow from other regions,HAWKES_BAY,NIWA,Annual June Year,2004,1891,Mm3,6
Inflow from other regions,TARANAKI,NIWA,Annual June Year,2004,6,Mm3,7
Inflow from other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,32,Mm3,8
Inflow from other regions,WELLINGTON,NIWA,Annual June Year,2004,73,Mm3,9
Inflow from other regions,WEST_COAST,NIWA,Annual June Year,2004,7836,Mm3,12
Inflow from other regions,CANTERBURY,NIWA,Annual June Year,2004,11068,Mm3,13
Inflow from other regions,OTAGO,NIWA,Annual June Year,2004,15696,Mm3,14
Inflow from other regions,SOUTHLAND,NIWA,Annual June Year,2004,64,Mm3,15
Inflow from other regions,TASMAN,NIWA,Annual June Year,2004,1541,Mm3,16
Inflow from other regions,NELSON,NIWA,Annual June Year,2004,4,Mm3,17
Inflow from other regions,MARLBOROUGH,NIWA,Annual June Year,2004,9232,Mm3,18
Outflow to other regions,NORTHLAND,NIWA,Annual June Year,2004,1,Mm3,1
Outflow to other regions,AUCKLAND,NIWA,Annual June Year,2004,28,Mm3,2
Outflow to other regions,WAIKATO,NIWA,Annual June Year,2004,42,Mm3,3
Outflow to other regions,BAY_OF_PLENTY,NIWA,Annual June Year,2004,2956,Mm3,4
Outflow to other regions,GISBORNE,NIWA,Annual June Year,2004,7351,Mm3,5
Outflow to other regions,HAWKES_BAY,NIWA,Annual June Year,2004,273,Mm3,6
Outflow to other regions,TARANAKI,NIWA,Annual June Year,2004,1,Mm3,7
Outflow to other regions,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,96,Mm3,8
Outflow to other regions,WELLINGTON,NIWA,Annual June Year,2004,0,Mm3,9
Outflow to other regions,WEST_COAST,NIWA,Annual June Year,2004,1474,Mm3,12
Outflow to other regions,CANTERBURY,NIWA,Annual June Year,2004,24833,Mm3,13
Outflow to other regions,OTAGO,NIWA,Annual June Year,2004,80,Mm3,14
Outflow to other regions,SOUTHLAND,NIWA,Annual June Year,2004,135,Mm3,15
Outflow to other regions,TASMAN,NIWA,Annual June Year,2004,7799,Mm3,16
Outflow to other regions,NELSON,NIWA,Annual June Year,2004,67,Mm3,17
Outflow to other regions,MARLBOROUGH,NIWA,Annual June Year,2004,11051,Mm3,18
Outflow to sea and net extract,NORTHLAND,NIWA,Annual June Year,2004,13369,Mm3,1
Outflow to sea and net extract,AUCKLAND,NIWA,Annual June Year,2004,4632,Mm3,2
Outflow to sea and net extract,WAIKATO,NIWA,Annual June Year,2004,23933,Mm3,3
Outflow to sea and net extract,BAY_OF_PLENTY,NIWA,Annual June Year,2004,20679,Mm3,4
Outflow to sea and net extract,GISBORNE,NIWA,Annual June Year,2004,9815,Mm3,5
Outflow to sea and net extract,HAWKES_BAY,NIWA,Annual June Year,2004,20350,Mm3,6
Outflow to sea and net extract,TARANAKI,NIWA,Annual June Year,2004,11508,Mm3,7
Outflow to sea and net extract,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,28157,Mm3,8
Outflow to sea and net extract,WELLINGTON,NIWA,Annual June Year,2004,12881,Mm3,9
Outflow to sea and net extract,NORTH_ISLAND,NIWA,Annual June Year,2004,145324,Mm3,10
Outflow to sea and net extract,WEST_COAST,NIWA,Annual June Year,2004,146477,Mm3,12
Outflow to sea and net extract,CANTERBURY,NIWA,Annual June Year,2004,32860,Mm3,13
Outflow to sea and net extract,OTAGO,NIWA,Annual June Year,2004,42405,Mm3,14
Outflow to sea and net extract,SOUTHLAND,NIWA,Annual June Year,2004,63515,Mm3,15
Outflow to sea and net extract,TASMAN,NIWA,Annual June Year,2004,9740,Mm3,16
Outflow to sea and net extract,NELSON,NIWA,Annual June Year,2004,389,Mm3,17
Outflow to sea and net extract,MARLBOROUGH,NIWA,Annual June Year,2004,9133,Mm3,18
Outflow to sea and net extract,SOUTH_ISLAND,NIWA,Annual June Year,2004,304520,Mm3,19
Outflow to sea and net extract,NEW_ZEALAND,NIWA,Annual June Year,2004,449844,Mm3,20
Precipitation,NORTHLAND,NIWA,Annual June Year,2004,21034,Mm3,1
Precipitation,AUCKLAND,NIWA,Annual June Year,2004,7424,Mm3,2
Precipitation,WAIKATO,NIWA,Annual June Year,2004,40810,Mm3,3
Precipitation,BAY_OF_PLENTY,NIWA,Annual June Year,2004,27729,Mm3,4
Precipitation,GISBORNE,NIWA,Annual June Year,2004,20531,Mm3,5
Precipitation,HAWKES_BAY,NIWA,Annual June Year,2004,27645,Mm3,6
Precipitation,TARANAKI,NIWA,Annual June Year,2004,16833,Mm3,7
Precipitation,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,40949,Mm3,8
Precipitation,WELLINGTON,NIWA,Annual June Year,2004,18671,Mm3,9
Precipitation,NORTH_ISLAND,NIWA,Annual June Year,2004,221626,Mm3,10
Precipitation,WEST_COAST,NIWA,Annual June Year,2004,156283,Mm3,12
Precipitation,CANTERBURY,NIWA,Annual June Year,2004,61433,Mm3,13
Precipitation,OTAGO,NIWA,Annual June Year,2004,39097,Mm3,14
Precipitation,SOUTHLAND,NIWA,Annual June Year,2004,78573,Mm3,15
Precipitation,TASMAN,NIWA,Annual June Year,2004,22625,Mm3,16
Precipitation,NELSON,NIWA,Annual June Year,2004,651,Mm3,17
Precipitation,MARLBOROUGH,NIWA,Annual June Year,2004,14760,Mm3,18
Precipitation,SOUTH_ISLAND,NIWA,Annual June Year,2004,373421,Mm3,19
Precipitation,NEW_ZEALAND,NIWA,Annual June Year,2004,595047,Mm3,20
Total Change in Storage,NORTHLAND,NIWA,Annual June Year,2004,-19,Mm3,1
Total Change in Storage,AUCKLAND,NIWA,Annual June Year,2004,-18,Mm3,2
Total Change in Storage,WAIKATO,NIWA,Annual June Year,2004,1107,Mm3,3
Total Change in Storage,BAY_OF_PLENTY,NIWA,Annual June Year,2004,116,Mm3,4
Total Change in Storage,GISBORNE,NIWA,Annual June Year,2004,267,Mm3,5
Total Change in Storage,HAWKES_BAY,NIWA,Annual June Year,2004,370,Mm3,6
Total Change in Storage,TARANAKI,NIWA,Annual June Year,2004,378,Mm3,7
Total Change in Storage,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,375,Mm3,8
Total Change in Storage,WELLINGTON,NIWA,Annual June Year,2004,435,Mm3,9
Total Change in Storage,NORTH_ISLAND,NIWA,Annual June Year,2004,3012,Mm3,10
Total Change in Storage,WEST_COAST,NIWA,Annual June Year,2004,1172,Mm3,12
Total Change in Storage,CANTERBURY,NIWA,Annual June Year,2004,3013,Mm3,13
Total Change in Storage,OTAGO,NIWA,Annual June Year,2004,1142,Mm3,14
Total Change in Storage,SOUTHLAND,NIWA,Annual June Year,2004,772,Mm3,15
Total Change in Storage,TASMAN,NIWA,Annual June Year,2004,917,Mm3,16
Total Change in Storage,NELSON,NIWA,Annual June Year,2004,-6,Mm3,17
Total Change in Storage,MARLBOROUGH,NIWA,Annual June Year,2004,-14,Mm3,18
Total Change in Storage,SOUTH_ISLAND,NIWA,Annual June Year,2004,6997,Mm3,19
Total Change in Storage,NEW_ZEALAND,NIWA,Annual June Year,2004,10009,Mm3,20
Total Inflows,NORTHLAND,NIWA,Annual June Year,2004,21037,Mm3,1
Total Inflows,AUCKLAND,NIWA,Annual June Year,2004,7431,Mm3,2
Total Inflows,WAIKATO,NIWA,Annual June Year,2004,40872,Mm3,3
Total Inflows,BAY_OF_PLENTY,NIWA,Annual June Year,2004,33214,Mm3,4
Total Inflows,GISBORNE,NIWA,Annual June Year,2004,23719,Mm3,5
Total Inflows,HAWKES_BAY,NIWA,Annual June Year,2004,29536,Mm3,6
Total Inflows,TARANAKI,NIWA,Annual June Year,2004,16839,Mm3,7
Total Inflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,40981,Mm3,8
Total Inflows,WELLINGTON,NIWA,Annual June Year,2004,18744,Mm3,9
Total Inflows,WEST_COAST,NIWA,Annual June Year,2004,164119,Mm3,12
Total Inflows,CANTERBURY,NIWA,Annual June Year,2004,72501,Mm3,13
Total Inflows,OTAGO,NIWA,Annual June Year,2004,54793,Mm3,14
Total Inflows,SOUTHLAND,NIWA,Annual June Year,2004,78637,Mm3,15
Total Inflows,TASMAN,NIWA,Annual June Year,2004,24166,Mm3,16
Total Inflows,NELSON,NIWA,Annual June Year,2004,654,Mm3,17
Total Inflows,MARLBOROUGH,NIWA,Annual June Year,2004,23992,Mm3,18
Total Outflows,NORTHLAND,NIWA,Annual June Year,2004,21056,Mm3,1
Total Outflows,AUCKLAND,NIWA,Annual June Year,2004,7448,Mm3,2
Total Outflows,WAIKATO,NIWA,Annual June Year,2004,39765,Mm3,3
Total Outflows,BAY_OF_PLENTY,NIWA,Annual June Year,2004,33098,Mm3,4
Total Outflows,GISBORNE,NIWA,Annual June Year,2004,23452,Mm3,5
Total Outflows,HAWKES_BAY,NIWA,Annual June Year,2004,29166,Mm3,6
Total Outflows,TARANAKI,NIWA,Annual June Year,2004,16461,Mm3,7
Total Outflows,MANAWATU_WHANGANUI,NIWA,Annual June Year,2004,40606,Mm3,8
Total Outflows,WELLINGTON,NIWA,Annual June Year,2004,18309,Mm3,9
Total Outflows,WEST_COAST,NIWA,Annual June Year,2004,162948,Mm3,12
Total Outflows,CANTERBURY,NIWA,Annual June Year,2004,69488,Mm3,13
Total Outflows,OTAGO,NIWA,Annual June Year,2004,53651,Mm3,14
Total Outflows,SOUTHLAND,NIWA,Annual June Year,2004,77864,Mm3,15
Total Outflows,TASMAN,NIWA,Annual June Year,2004,23248,Mm3,16
Total Outflows,NELSON,NIWA,Annual June Year,2004,660,Mm3,17
Total Outflows,MARLBOROUGH,NIWA,Annual June Year,2004,24006,Mm3,18
change in Groundwater,NORTHLAND,GNS,Annual June Year,2004,-56,Mm3,1
change in Groundwater,AUCKLAND,GNS,Annual June Year,2004,-18,Mm3,2
change in Groundwater,WAIKATO,GNS,Annual June Year,2004,838,Mm3,3
change in Groundwater,BAY_OF_PLENTY,GNS,Annual June Year,2004,137,Mm3,4
change in Groundwater,GISBORNE,GNS,Annual June Year,2004,1,Mm3,5
change in Groundwater,HAWKES_BAY,GNS,Annual June Year,2004,1,Mm3,6
change in Groundwater,TARANAKI,GNS,Annual June Year,2004,523,Mm3,7
change in Groundwater,MANAWATU_WHANGANUI,GNS,Annual June Year,2004,412,Mm3,8
change in Groundwater,WELLINGTON,GNS,Annual June Year,2004,268,Mm3,9
change in Groundwater,NORTH_ISLAND,GNS,Annual June Year,2004,2106,Mm3,10
change in Groundwater,WEST_COAST,GNS,Annual June Year,2004,99,Mm3,12
change in Groundwater,CANTERBURY,GNS,Annual June Year,2004,1109,Mm3,13
change in Groundwater,OTAGO,GNS,Annual June Year,2004,-247,Mm3,14
change in Groundwater,SOUTHLAND,GNS,Annual June Year,2004,437,Mm3,15
change in Groundwater,TASMAN,GNS,Annual June Year,2004,1069,Mm3,16
change in Groundwater,NELSON,GNS,Annual June Year,2004,0,Mm3,17
change in Groundwater,MARLBOROUGH,GNS,Annual June Year,2004,29,Mm3,18
change in Groundwater,SOUTH_ISLAND,GNS,Annual June Year,2004,2496,Mm3,19
change in Groundwater,NEW_ZEALAND,GNS,Annual June Year,2004,4602,Mm3,20
Change in Ice Volume,NORTHLAND,NIWA,Annual June Year,2005,,Mm3,1
Change in Ice Volume,AUCKLAND,NIWA,Annual June Year,2005,,Mm3,2
Change in Ice Volume,WAIKATO,NIWA,Annual June Year,2005,0,Mm3,3
Change in Ice Volume,BAY_OF_PLENTY,NIWA,Annual June Year,2005,,Mm3,4
Change in Ice Volume,GISBORNE,NIWA,Annual June Year,2005,,Mm3,5
Change in Ice Volume,HAWKES_BAY,NIWA,Annual June Year,2005,,Mm3,6
Change in Ice Volume,TARANAKI,NIWA,Annual June Year,2005,,Mm3,7
Change in Ice Volume,MANAWATU_WHANGANUI,NIWA,Annual June Year,2005,1,Mm3,8
Change in Ice Volume,WELLINGTON,NIWA,Annual June Year,2005,,Mm3,9
Change in Ice Volume,NORTH_ISLAND,NIWA,Annual June Year,2005,1,Mm3,10
Change in Ice Volume,WEST_COAST,NIWA,Annual June Year,2005,299,Mm3,12
Change in Ice Volume,CANTERBURY,NIWA,Annual June Year,2005,381,Mm3,13
Change in Ice Volume,OTAGO,NIWA,Annual June Year,2005,42,Mm3,14
Change in Ice Volume,SOUTHLAND,NIWA,Annual June Year,2005,13,Mm3,15
Change in Ice Volume,TASMAN,NIWA,Annual June Year,2005,,Mm3,16
Change in Ice Volume,NELSON,NIWA,Annual June Year,2005,,Mm3,17
Change in Ice Volume,MARLBOROUGH,NIWA,Annual June Year,2005,0,Mm3,18
Change in Ice Volume,SOUTH_ISLAND,NIWA,Annual June Year,2005,735,Mm3,19
Change in Ice Volume,NEW_ZEALAND,NIWA,Annual June Year,2005,736,Mm3,20
Change in Snow,NORTHLAND,NIWA,Annual June Year,2005,0,Mm3,1
Change in Snow,AUCKLAND,NIWA,Annual June Year,2005,0,Mm3,2
Change in Snow,WAIKATO,NIWA,Annual June Year,2005,-2,Mm3,3
Change in Snow,BAY_OF_PLENTY,NIWA,Annual June Year,2005,5,Mm3,4
Change in Snow,GISBORNE,NIWA,Annual June Year,2005,0,Mm3,5
Change in Snow,HAWKES_BAY,NIWA,Annual June Year,2005,14,Mm3,6
Change in Snow,TARANAKI,NIWA,Annual June Year,2005,0,Mm3,7
Change in Snow,MANAWATU_WHANGANUI,NIWA,Annual June Year,2005,28,Mm3,8
Change in Snow,WELLINGTON,NIWA,Annual June Year,2005,30,Mm3,9
Change in Snow,NORTH_ISLAND,NIWA,Annual June Year,2005,76,Mm3,10
Change in Snow,WEST_COAST,NIWA,Annual June Year,2005,767,Mm3,12
Change in Snow,CANTERBURY,NIWA,Annual June Year,2005,-16,Mm3,13
Change in Snow,OTAGO,NIWA,Annual June Year,2005,-333,Mm3,14
Change in Snow,SOUTHLAND,NIWA,Annual June Year,2005,-181,Mm3,15
Change in Snow,TASMAN,NIWA,Annual June Year,2005,0,Mm3,16
Change in Snow,NELSON,NIWA,Annual June Year,2005,0,Mm3,17
Change in Snow,MARLBOROUGH,NIWA,Annual June Year,2005,-3,Mm3,18
Change in Snow,SOUTH_ISLAND,NIWA,Annual June Year,2005,234,Mm3,19
Change in Snow,NEW_ZEALAND,NIWA,Annual June Year,2005,310,Mm3,20
Change in Soil Moisture,NORTHLAND,NIWA,Annual June Year,2005,-149,Mm3,1
Change in Soil Moisture,AUCKLAND,NIWA,Annual June Year,2005,-22,Mm3,2
Change in Soil Moisture,WAIKATO,NIWA,Annual June Year,2005,-90,Mm3,3
Change in Soil Moisture,BAY_OF_PLENTY,NIWA,Annual June Year,2005,-190,Mm3,4
Change in Soil Moisture,GISBORNE,NIWA,Annual June Year,2005,-411,Mm3,5
Change in Soil Moisture,HAWKES_BAY,NIWA,Annual June Year,2005,-299,Mm3,6
Change in Soil Moisture,TARANAKI,NIWA,Annual June Year,2005,-54,Mm3,7
Change in Soil Moisture,MANAWATU_WHANGANUI,NIWA,Annual June Year,2005,-255,Mm3,8
Change in Soil Moisture,WELLINGTON,NIWA,Annual June Year,2005,-202,Mm3,9
Change in Soil Moisture,NORTH_ISLAND,NIWA,Annual June Year,2005,-1673,Mm3,10
Change in Soil Moisture,WEST_COAST,NIWA,Annual June Year,2005,47,Mm3,12
Change in Soil Moisture,CANTERBURY,NIWA,Annual June Year,2005,-30,Mm3,13
Change in Soil Moisture,OTAGO,NIWA,Annual June Year,2005,68,Mm3,14
Change in Soil Moisture,SOUTHLAND,NIWA,Annual June Year,2005,43,Mm3,15
Change in Soil Moisture,TASMAN,NIWA,Annual June Year,2005,-27,Mm3,16
Change in Soil Moisture,NELSON,NIWA,Annual June Year,2005,-2,Mm3,17
Change in Soil Moisture,MARLBOROUGH,NIWA,Annual June Year,2005,-35,Mm3,18
Change in Soil Moisture,SOUTH_ISLAND,NIWA,Annual June Year,2005,63,Mm3,19
Change in Soil Moisture,NEW_ZEALAND,NIWA,Annual June Year,2005,-1610,Mm3,20
Change in Lakes,NORTHLAND,NIWA,Annual June Year,2005,0,Mm3,1
Change in Lakes,AUCKLAND,NIWA,Annual June Year,2005,-5,Mm3,2
Change in Lakes,WAIKATO,NIWA,Annual June Year,2005,-432,Mm3,3
Change in Lakes,BAY_OF_PLENTY,NIWA,Annual June Year,2005,-6,Mm3,4
Change in Lakes,GISBORNE,NIWA,Annual June Year,2005,0,Mm3,5
Change in Lakes,HAWKES_BAY,NIWA,Annual June Year,2005,-36,Mm3,6
Change in Lakes,TARANAKI,NIWA,Annual June Year,2005,0,Mm3,7
Change in Lakes,MANAWATU_WHANGANUI,NIWA,Annual June Year,2005,-26,Mm3,8
Change in Lakes,WELLINGTON,NIWA,Annual June Year,2005,-5,Mm3,9
Change in Lakes,NORTH_ISLAND,NIWA,Annual June Year,2005,-511,Mm3,10
Change in Lakes,WEST_COAST,NIWA,Annual June Year,2005,-39,Mm3,12
Change in Lakes,CANTERBURY,NIWA,Annual June Year,2005,-890,Mm3,13
Change in Lakes,OTAGO,NIWA,Annual June Year,2005,-1106,Mm3,14
Change in Lakes,SOUTHLAND,NIWA,Annual June Year,2005,-697,Mm3,15
Change in Lakes,TASMAN,NIWA,Annual June Year,2005,-23,Mm3,16
Change in Lakes,NELSON,NIWA,Annual June Year,2005,0,Mm3,17
Change in Lakes,MARLBOROUGH,NIWA,Annual June Year,2005,0,Mm3,18
Change in Lakes,SOUTH_ISLAND,NIWA,Annual June Year,2005,-2755,Mm3,19
Change in Lakes,NEW_ZEALAND,NIWA,Annual June Year,2005,-3266,Mm3,20
Evapotranspiration,NORTHLAND,NIWA,Annual June Year,2005,7777,Mm3,1
Evapotranspiration,AUCKLAND,NIWA,Annual June Year,2005,2536,Mm3,2
Evapotranspiration,WAIKATO,NIWA,Annual June Year,2005,14707,Mm3,3
Evapotranspiration,BAY_OF_PLENTY,NIWA,Annual June Year,2005,9153,Mm3,4
Evapotranspiration,GISBORNE,NIWA,Annual June Year,2005,5907,Mm3,5
Evapotranspiration,HAWKES_BAY,NIWA,Annual June Year,2005,7815,Mm3,6
Evapotranspiration,TARANAKI,NIWA,Annual June Year,2005,4543,Mm3,7
Evapotranspiration,MANAWATU_WHANGANUI,NIWA,Annual June Year,2005,11888,Mm3,8
Evapotranspiration,WELLINGTON,NIWA,Annual June Year,2005,5105,Mm3,9
Evapotranspiration,NORTH_ISLAND,NIWA,Annual June Year,2005,69430,Mm3,10
Evapotranspiration,WEST_COAST,NIWA,Annual June Year,2005,13946,Mm3,12
